time,temperature,humidity,windspeed
2020-01-03 12:00:00,6.6,82.0,18.0
2020-01-03 13:00:00,7.1,81.0,20.9
2020-01-03 18:00:00,8.2,83.0,24.5
2020-01-04 07:00:00,4.2,83.0,10.8
2020-01-04 08:00:00,3.6,83.0,15.8
2020-01-05 00:00:00,6.1,79.0,13.3
2020-01-05 13:00:00,5.4,95.0,6.1
2020-01-05 17:00:00,5.4,94.0,4.3
2020-01-05 18:00:00,5.2,93.0,5.4
2020-01-05 20:00:00,5.0,94.0,6.8
2020-01-06 01:00:00,4.6,93.0,5.8
2020-01-06 14:00:00,1.7,97.0,7.6
2020-01-06 15:00:00,1.6,95.0,8.6
2020-01-06 16:00:00,1.4,96.0,7.2
2020-01-08 01:00:00,3.2,94.0,10.8
2020-01-08 16:00:00,5.4,97.0,14.4
2020-01-08 18:00:00,5.9,96.0,10.4
2020-01-08 21:00:00,6.7,96.0,10.8
2020-01-10 05:00:00,8.1,88.0,12.6
2020-01-10 06:00:00,8.0,88.0,11.2
2020-01-11 15:00:00,6.4,63.0,10.1
2020-01-12 12:00:00,3.6,80.0,17.6
2020-01-12 15:00:00,5.3,75.0,20.9
2020-01-13 01:00:00,5.4,88.0,15.1
2020-01-13 02:00:00,5.4,88.0,15.5
2020-01-13 08:00:00,4.0,91.0,7.6
2020-01-13 10:00:00,4.7,89.0,11.5
2020-01-13 11:00:00,5.3,86.0,10.1
2020-01-13 17:00:00,6.3,85.0,11.5
2020-01-14 04:00:00,6.7,81.0,10.8
2020-01-14 05:00:00,6.4,81.0,14.4
2020-01-14 06:00:00,6.3,80.0,13.7
2020-01-14 12:00:00,8.1,64.0,18.0
2020-01-14 14:00:00,9.5,59.0,23.4
2020-01-14 18:00:00,9.9,59.0,20.9
2020-01-14 20:00:00,10.2,60.0,22.0
2020-01-14 21:00:00,9.9,61.0,18.0
2020-01-15 00:00:00,9.5,62.0,19.8
2020-01-15 01:00:00,9.4,63.0,14.4
2020-01-15 04:00:00,9.3,65.0,11.9
2020-01-20 01:00:00,1.8,90.0,4.0
2020-01-24 03:00:00,0.4,85.0,6.5
2020-01-24 06:00:00,0.6,86.0,5.0
2020-01-24 19:00:00,0.5,88.0,4.0
2020-01-25 02:00:00,0.2,96.0,4.7
2020-01-25 18:00:00,1.3,95.0,3.2
